"id","name","id_person","id_org","id_stage","title","value","add_time","update_time","stage_change_time","deleted","status","next_activity_date","next_activity_time","id_next_activity","id_last_activity","last_activity_date","lost_reason","id_pipeline","won_time","first_won_time","lost_time","notes_count","activities_count","done_activities_count","undone_activities_count","participants_count","id_label","id_lead_origin","next_activity_subject","next_activity_type","rotten_time","owner_name","id_segmentation","id_last_professional","start_of_service","due_date","average_time_to_won_total_seconds","average_stage_progress","age_total_seconds","stay_in_pipeline_stages_first_meeting","stay_in_pipeline_stages_whoqol","stay_in_pipeline_stages_healthcare_journey","stay_in_pipeline_stages_welcome","stay_in_pipeline_stages_lead","stay_in_pipeline_stages_prospect","stay_in_pipeline_stages_qualified_lead","stay_in_pipeline_stages_qualification_scheduled","stay_in_pipeline_stages_sdr_ae","stay_in_pipeline_stages_proposal_scheduled","stay_in_pipeline_stages_proposal_done","stay_in_pipeline_stages_onboarding_scheduled","stay_in_pipeline_stages_return_received","update_date"
511,"Pré-Vendas B2B",1211,993,"30","Dominik Metal Center","0.00","2021-08-10 11:18:59","2021-11-03 17:00:26","2021-09-14 16:56:54","false","lost",NULL,NULL,NULL,"2153","2021-09-22","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-09-22 14:14:22",5,4,4,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,3725723,NULL,NULL,NULL,NULL,"681448",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:46.851"
424,"Pré-Vendas B2B",966,925,"31","Hokkaidoplastics","0.00","2021-06-25 16:56:05","2022-01-01 04:31:02","2021-09-14 17:03:07","false","lost",NULL,NULL,NULL,"1516","2021-09-02","Não acredita que os colaboradores irão engajar com o nosso produto","7",NULL,NULL,"2021-09-03 12:49:41",1,2,2,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,6033216,NULL,NULL,NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:39.006"
418,"Pré-Vendas B2B",958,920,"31","IK Solution","0.00","2021-06-24 16:27:41","2022-04-21 15:01:10","2021-09-14 17:03:07","false","lost",NULL,NULL,NULL,"1101","2021-07-14","Não é prioridade da empresa oferecer benefício de saúde","7",NULL,NULL,"2021-07-16 13:20:00",6,6,6,0,1,NULL,"11",NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,1889539,NULL,NULL,NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:40.617"
1425,"Pré-Vendas B2B",2178,1374,"29","AchieveMore","0.00","2022-02-07 19:17:04","2022-02-18 12:03:45",NULL,"false","lost",NULL,NULL,NULL,"4173","2022-02-17","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-02-17 18:37:40",0,4,4,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,861636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:41.391"
514,"Pré-Vendas B2B",1228,996,"30","Visto Sistemas","0.00","2021-08-11 15:45:10","2021-11-03 17:00:10","2021-09-14 16:56:54","false","lost",NULL,NULL,NULL,"2209","2021-09-22","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-09-22 14:27:33",7,3,3,0,2,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,3624143,NULL,NULL,NULL,NULL,"682239",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:44.763"
412,"Pré-Vendas B2B",948,913,"31","Proativetec.com","0.00","2021-06-21 18:03:44","2021-11-03 17:00:39","2021-09-14 17:03:07","false","lost",NULL,NULL,NULL,"2204","2021-09-23","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-09-23 18:17:10",0,4,4,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,8122406,NULL,NULL,NULL,NULL,"0",NULL,"782043",NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:45.259"
3194,"Pré-Vendas B2B",2969,1720,"31","Scyggz (Liliam)","0.00","2022-07-08 20:21:46","2022-11-11 16:38:28","2022-08-03 10:49:29","false","lost",NULL,NULL,NULL,"13395","2022-11-17","Não é prioridade da empresa oferecer benefício de saúde","7",NULL,NULL,"2022-10-11 20:54:14",0,4,4,0,1,NULL,"65",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,8209948,NULL,NULL,NULL,NULL,"0",NULL,"5997885","0",NULL,NULL,NULL,NULL,NULL,"2022-11-12 05:00:06.02"
3774,"Pré-Vendas B2B",3405,1879,"50","Nanovetores","0.00","2022-10-24 14:17:07","2022-11-18 19:04:17",NULL,"false","lost",NULL,NULL,NULL,"13326","2022-11-16","Não apareceu em reuniões","7",NULL,NULL,"2022-11-18 19:04:17",0,3,3,0,1,NULL,"301",NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,2177230,NULL,NULL,NULL,NULL,"0",NULL,NULL,"2177229",NULL,NULL,NULL,NULL,NULL,"2022-11-19 05:00:04.931"
3248,"Pré-Vendas B2B",3039,1749,"30","Negócio Editoria Mol","0.00","2022-07-23 16:24:37","2022-08-29 18:51:46",NULL,"false","lost",NULL,NULL,NULL,"10322","2022-08-17","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-08-29 18:51:35",1,5,5,0,2,NULL,"301",NULL,NULL,NULL,"Giordano Souza","385",NULL,NULL,NULL,0,0,3205618,NULL,NULL,NULL,NULL,"3205617",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:02.356"
3245,"Pré-Vendas B2B",3036,1746,"30","Negócio Sou Smile","0.00","2022-07-22 10:29:53","2022-09-20 18:40:56",NULL,"false","lost",NULL,NULL,NULL,"11631","2022-09-19","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-09-20 18:40:56",0,6,6,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","385",NULL,NULL,NULL,0,0,5213463,NULL,NULL,NULL,NULL,"5129520",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:04.63"
3239,"Pré-Vendas B2B",3027,1741,"30","Domínio Financeiro","0.00","2022-07-20 14:15:01","2022-10-02 12:34:33",NULL,"false","lost",NULL,NULL,NULL,"9372","2022-07-22","Empresa não está no momento de cotação de novos benefícios","7",NULL,"2022-07-23 17:36:52","2022-07-26 19:53:00",0,3,3,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,538679,NULL,NULL,NULL,NULL,"538679",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:06.813"
631,"Pré-Vendas B2B",1437,1165,"32","Nexa Tecnologia","0.00","2021-08-27 18:02:29","2022-01-01 04:31:58","2021-09-15 11:57:43","false","lost",NULL,NULL,NULL,"2521","2021-10-19","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2021-10-19 10:29:01",6,5,5,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,4551992,NULL,NULL,NULL,NULL,"0",NULL,"59242",NULL,NULL,"2932278",NULL,NULL,NULL,"2022-11-08 00:05:07.638"
1338,"Pré-Vendas B2B",2195,1387,"50","Zummit","0.00","2022-01-27 14:49:44","2022-06-27 14:27:57","2022-02-02 11:09:48","false","lost",NULL,NULL,NULL,"8620","2022-06-23","Não é prioridade da empresa oferecer benefício de saúde","7",NULL,NULL,"2022-02-07 17:57:44",0,8,8,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","253",NULL,NULL,NULL,0,0,961680,NULL,NULL,NULL,NULL,"505204",NULL,NULL,"456477",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:08.421"
3664,"Pré-Vendas B2B",3354,1860,"31","Negócio Space Network","0.00","2022-09-28 21:22:11","2022-10-05 19:34:33","2022-09-29 20:35:20","false","lost",NULL,NULL,NULL,"12220","2022-10-05","Priorizou contratar plano de saúde com cobertura hospitalar","7",NULL,NULL,"2022-09-29 20:52:33",1,3,3,0,2,NULL,"301",NULL,NULL,NULL,"Giordano Souza","404",NULL,NULL,NULL,0,0,84622,NULL,NULL,NULL,NULL,"0",NULL,"1033","83589",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:09.916"
3489,"Pré-Vendas B2B",3204,1799,"45","Negócio Compra Agora","0.00","2022-08-17 14:52:06","2022-08-29 21:48:36","2022-08-29 11:40:15","false","won",NULL,NULL,NULL,"10753","2022-08-29",NULL,"7","2022-08-29 21:48:36","2022-08-29 21:48:36",NULL,1,4,4,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","398",NULL,NULL,NULL,0,0,1061790,NULL,NULL,NULL,NULL,"453659",NULL,"0","170732","36500","400898",NULL,NULL,NULL,"2022-11-08 00:05:10.619"
512,"Pré-Vendas B2B",1226,994,"32","Buysoft","0.00","2021-08-11 15:42:45","2022-01-01 04:32:36","2021-09-21 10:39:44","false","lost",NULL,NULL,NULL,"2350","2021-09-29","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-09-29 19:41:53",4,8,8,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,4247948,NULL,NULL,NULL,NULL,"582166",NULL,"4",NULL,NULL,"723729",NULL,NULL,NULL,"2022-11-08 00:05:12.995"
1220,"Pré-Vendas B2B",2061,1350,"30","Negócio Mainô","0.00","2022-01-10 12:33:57","2022-01-25 14:24:22",NULL,"false","lost",NULL,NULL,NULL,"3709","2022-01-25","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-01-25 14:24:15",1,4,4,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,1302618,NULL,NULL,NULL,NULL,"1302618",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:14.112"
1116,"Pré-Vendas B2B",1960,1319,"29","App Facilita","0.00","2021-12-13 15:05:01","2022-08-15 14:19:12",NULL,"false","lost",NULL,NULL,NULL,"10223","2022-08-15","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-08-15 14:19:12",0,7,7,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,21165251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:09:54.175"
3221,"Pré-Vendas B2B",3000,1730,"31","Negócio Consorciei","0.00","2022-07-15 16:55:51","2022-08-04 17:15:46","2022-08-04 16:51:31","false","lost","2022-12-05",NULL,"9907","9753","2022-08-03","Empresa está satisfeita com o plano de saúde atual","7",NULL,NULL,"2022-08-04 17:01:54",2,6,5,1,1,NULL,"9","Prazo","deadline",NULL,"Giordano Souza","386",NULL,NULL,NULL,0,0,1728363,NULL,NULL,NULL,NULL,"1619574",NULL,"623","108166",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:09:56.078"
450,"Pré-Vendas B2B",1068,942,"30","Negócio OP SERVICES","0.00","2021-07-13 14:30:23","2021-09-14 16:56:52","2021-09-14 16:56:52","false","lost",NULL,NULL,NULL,"1117","2021-07-14","Não é prioridade da empresa oferecer benefício de saúde","7",NULL,NULL,"2021-07-15 13:02:19",6,1,1,0,1,NULL,"11",NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,167516,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:09:59.245"
449,"Pré-Vendas B2B",1067,941,"30","Hi Platform","0.00","2021-07-13 14:03:54","2022-01-01 04:30:19","2021-09-14 16:56:52","false","lost",NULL,NULL,NULL,NULL,NULL,"Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-07-29 14:23:13",3,0,0,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,1383559,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:10:00.342"
1096,"Pré-Vendas B2B",1939,1305,"29","Talentbrand","0.00","2021-12-09 20:34:52","2022-01-21 14:27:36",NULL,"false","lost",NULL,NULL,NULL,"3661","2022-01-21","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-01-21 14:27:36",0,2,2,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,3693164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:10:01.054"
3540,"Pré-Vendas B2B",3246,1820,"45","Pré-Venda | Monocard","0.00","2022-08-30 14:12:34","2022-11-07 20:15:03","2022-10-18 20:20:55","false","won",NULL,NULL,NULL,"12427","2022-10-18",NULL,"7","2022-10-18 20:21:06","2022-10-18 20:21:06",NULL,1,14,14,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","400",NULL,NULL,NULL,0,0,4255712,NULL,NULL,NULL,NULL,"3642065",NULL,"0","170109","11","431726",NULL,NULL,NULL,"2022-11-08 05:00:07.992"
3683,"Pré-Vendas B2B",3358,1862,"31","EARQ","0.00","2022-10-03 13:13:47","2023-01-23 11:25:50","2022-11-11 20:14:22","false","open","2023-01-23",NULL,"15654","15485","2023-01-13",NULL,"7",NULL,NULL,NULL,1,12,11,1,1,NULL,"301","T3","whatsapp",NULL,"Giordano Souza","404",NULL,NULL,NULL,0,0,9737820,NULL,NULL,NULL,NULL,"0",NULL,"6342985","3394834",NULL,NULL,NULL,NULL,NULL,"2023-01-24 03:10:48.872"
3123,"Pré-Vendas B2B",2890,1678,"29","Negócio Cargas Expressas","0.00","2022-06-10 14:09:16","2022-07-06 20:17:00",NULL,"false","lost",NULL,NULL,NULL,"8854","2022-07-06","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-07-06 20:17:00",0,6,6,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","371",NULL,NULL,NULL,0,0,2268464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:16.779"
1191,"Pré-Vendas B2B",2029,1337,"30","Neocantra Tecnologia","0.00","2022-01-05 16:48:02","2022-09-05 18:22:23",NULL,"false","lost",NULL,NULL,NULL,"3377","2022-01-17","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2022-06-17 14:17:09",2,1,1,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,14074147,NULL,NULL,NULL,NULL,"14074147",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:17.214"
1836,"Pré-Vendas B2B",2526,1511,"45","Pré-Venda | GovBr","0.00","2022-03-23 13:17:28","2022-05-23 11:14:36","2022-05-23 11:13:42","false","won",NULL,NULL,NULL,"5650","2022-05-20",NULL,"7","2022-05-23 11:13:43","2022-05-23 11:13:43",NULL,1,4,4,0,1,NULL,"301",NULL,NULL,NULL,"Giordano Souza","281",NULL,NULL,NULL,0,0,5262975,NULL,NULL,NULL,NULL,"0",NULL,"0","535914","1","4727060",NULL,NULL,NULL,"2022-11-08 00:06:18.003"
5236,"Pré-Vendas B2B",1946,2423,"30","Parceria | Bounties4","0.00","2023-05-10 10:29:01","2023-05-16 14:50:07","2023-05-11 15:20:40","false","lost",NULL,NULL,NULL,"20126","2023-05-19","Não é prioridade da empresa oferecer benefício de saúde","7",NULL,NULL,"2023-05-16 14:49:54",0,6,6,0,1,NULL,"666",NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,534053,NULL,NULL,NULL,NULL,"430154",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-05-17 05:01:10.317"
5103,"Pré-Vendas B2B",4228,2399,"31","Oz Produtora","0.00","2023-04-11 17:05:31","2023-05-16 15:18:36","2023-04-21 13:53:18","false","lost",NULL,NULL,NULL,"20171","2023-05-18","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2023-04-21 14:04:35",0,5,5,0,2,NULL,"483",NULL,NULL,NULL,"Giordano Souza","645",NULL,NULL,NULL,0,0,853144,NULL,NULL,NULL,NULL,"62682",NULL,"677","789785",NULL,NULL,NULL,NULL,NULL,"2023-05-17 05:01:10.652"
5238,"Pré-Vendas B2B",4310,2425,"30","Pollvo","0.00","2023-05-10 10:40:18","2023-05-30 19:14:54","2023-05-11 15:23:54","false","lost",NULL,NULL,NULL,"20449","2023-05-30","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2023-05-30 19:14:54",0,9,9,0,1,NULL,"666",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,1758876,NULL,NULL,NULL,NULL,"1655460",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-05-31 05:01:05.608"
2066,"Pré-Vendas B2B",2705,1607,"31","Vortigo","0.00","2022-05-09 16:14:35","2022-12-02 16:31:00","2022-05-19 20:25:58","false","lost","2022-12-05",NULL,"8865","8779","2022-06-29","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2022-07-01 13:47:11",1,6,5,1,1,NULL,"301","E-mail","email",NULL,"Giordano Souza","331",NULL,NULL,NULL,0,0,4570356,NULL,NULL,NULL,NULL,"0",NULL,"3691273","879082",NULL,NULL,NULL,NULL,NULL,"2022-12-03 05:00:06.249"
3513,"Pré-Vendas B2B",3225,1809,"45","Pré-Venda | Pulsus","0.00","2022-08-23 19:54:54","2022-08-26 15:02:52","2022-08-26 15:02:24","false","won",NULL,NULL,NULL,"10797","2022-08-26",NULL,"7","2022-08-26 15:02:25","2022-08-26 15:02:25",NULL,1,3,3,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","398",NULL,NULL,NULL,0,0,241651,NULL,NULL,NULL,NULL,"0",NULL,"0","224978","1","16672",NULL,NULL,NULL,"2022-11-08 00:05:03.572"
2047,"Pré-Vendas B2B",2686,1598,"32","Grupo Insoft4","0.00","2022-05-04 10:14:38","2022-12-02 16:34:37","2022-05-23 12:28:54","false","lost","2022-12-05",NULL,"9047","8859","2022-07-06","Lead vai entrar de férias","7",NULL,NULL,"2022-07-09 14:06:40",1,13,12,1,1,NULL,"9","Retorno de contato","email",NULL,"Giordano Souza","331",NULL,NULL,NULL,0,0,5716322,NULL,NULL,NULL,NULL,"1646084",NULL,"0","3572",NULL,"4066666",NULL,NULL,NULL,"2022-12-03 05:00:06.47"
3641,"Pré-Vendas B2B",3321,1844,"29","Lead Homepage Mércia","0.00","2022-09-21 20:14:32","2022-09-21 20:14:33",NULL,"false","open",NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,NULL,NULL,0,0,0,0,1,NULL,"65",NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,4085433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:06.412"
3492,"Pré-Vendas B2B",3206,1800,"45","Pré-Venda | Tegra","0.00","2022-08-17 16:44:18","2022-10-14 12:43:23","2022-09-06 12:32:29","false","won",NULL,NULL,NULL,"11314","2022-09-08",NULL,"7","2022-09-09 10:54:23","2022-09-09 10:54:23",NULL,1,3,3,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","398",NULL,NULL,NULL,0,0,1966205,NULL,NULL,NULL,NULL,"1195619",NULL,"0","450309","253315","66963",NULL,NULL,NULL,"2022-11-08 00:05:08.033"
522,"Pré-Vendas B2B",1295,1004,"32","Energia Automacao","0.00","2021-08-16 19:15:10","2022-01-01 04:32:13","2021-09-23 12:07:59","false","lost",NULL,NULL,NULL,"2453","2021-10-07","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-10-26 11:18:55",6,8,8,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,6105825,NULL,NULL,NULL,NULL,"760264",NULL,"0",NULL,NULL,"2848256",NULL,NULL,NULL,"2022-11-08 00:05:10.275"
3467,"Pré-Vendas B2B",3185,1791,"45","OneBrain","0.00","2022-08-12 15:57:55","2022-10-14 12:43:00","2022-08-24 17:00:17","false","won",NULL,NULL,NULL,"10591","2022-08-24",NULL,"7","2022-08-24 17:53:51","2022-08-24 17:53:51",NULL,1,3,3,0,1,NULL,"301",NULL,NULL,NULL,"Giordano Souza","398",NULL,NULL,NULL,0,0,1043756,NULL,NULL,NULL,NULL,"0",NULL,"0","870105","3214","170437",NULL,NULL,NULL,"2022-11-08 00:05:13.414"
3419,"Pré-Vendas B2B",3154,1787,"45","Pré-Venda | Croct","0.00","2022-08-11 13:04:08","2022-08-17 13:34:30","2022-08-16 11:33:04","false","won",NULL,NULL,NULL,"10305","2022-08-17",NULL,"7","2022-08-17 13:34:00","2022-08-17 13:34:00",NULL,1,4,4,0,1,NULL,"301",NULL,NULL,NULL,"Giordano Souza","398",NULL,NULL,NULL,0,0,520192,NULL,NULL,NULL,NULL,"86424",NULL,"1","260873","93656","79237",NULL,NULL,NULL,"2022-11-08 00:05:15.834"
1852,"Pré-Vendas B2B",2541,1522,"31","Belago Technologies (Ahoy)","0.00","2022-03-24 19:00:15","2022-05-13 19:10:36","2022-04-19 18:43:04","false","lost",NULL,NULL,NULL,"6271","2022-04-19","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2022-05-09 21:45:21",1,7,7,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","308",NULL,NULL,NULL,0,0,3984306,NULL,NULL,NULL,NULL,"1552637",NULL,"1738937","26452",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:17.629"
1800,"Pré-Vendas B2B",2508,1507,"45","Pré-Venda | PackID","0.00","2022-03-17 17:23:01","2022-08-10 11:06:07","2022-08-10 11:05:51","false","won",NULL,NULL,NULL,"9529","2022-08-09",NULL,"7","2022-08-10 11:05:48","2022-07-27 10:57:06",NULL,2,10,10,0,2,NULL,"301",NULL,NULL,NULL,"Giordano Souza","281",NULL,NULL,NULL,0,0,12591767,NULL,NULL,NULL,NULL,"70912",NULL,"0","519843","1","3575937",NULL,NULL,NULL,"2022-11-08 00:06:19.634"
1173,"Pré-Vendas B2B",2011,1330,"30","Negócio Polikem","0.00","2021-12-27 13:59:24","2022-07-11 19:30:48",NULL,"false","lost",NULL,NULL,NULL,"3632","2022-06-07","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2022-01-18 14:08:09",1,2,2,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","242",NULL,NULL,NULL,0,0,1901325,NULL,NULL,NULL,NULL,"1901325",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:20.47"
3147,"Pré-Vendas B2B",2916,1693,"31","InChurch","0.00","2022-06-21 15:15:06","2023-08-19 14:22:09","2022-06-23 21:38:59","false","lost",NULL,NULL,NULL,"24089","2023-08-21","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2022-07-16 18:21:56",1,12,12,0,1,NULL,"301",NULL,NULL,NULL,"Giordano Souza","375",NULL,"2022-08-10",NULL,0,0,2171210,NULL,NULL,NULL,NULL,"179518",NULL,"1975377","16315",NULL,NULL,NULL,NULL,NULL,"2023-08-20 05:01:53.176"
5102,"Pré-Vendas B2B",4227,2398,"30","Atlas Technologies","0.00","2023-04-11 16:51:32","2023-05-06 21:30:48","2023-04-21 14:07:05","false","lost",NULL,NULL,NULL,"19799","2023-05-06","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2023-05-06 21:30:48",0,8,8,0,1,NULL,"483",NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,2176756,NULL,NULL,NULL,NULL,"1322623",NULL,NULL,"854132",NULL,NULL,NULL,NULL,NULL,"2023-05-07 05:00:51.66"
5237,"Pré-Vendas B2B",4309,2424,"30","PMLeanTech","0.00","2023-05-10 10:31:46","2023-05-30 16:33:39","2023-05-11 15:09:35","false","lost",NULL,NULL,NULL,"20223","2023-05-19","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2023-05-30 16:33:39",0,6,6,0,1,NULL,"666",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,1749713,NULL,NULL,NULL,NULL,"1646644",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-05-31 05:01:05.904"
1542,"Pré-Vendas B2B",2337,1458,"50","TeamCulture","0.00","2022-02-21 10:49:08","2022-03-14 20:43:39","2022-02-23 20:36:33","false","lost",NULL,NULL,NULL,"4621","2022-03-08","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-03-14 20:41:05",1,5,5,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,1849917,NULL,NULL,NULL,NULL,"208045",NULL,NULL,"1641872",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:06.097"
3640,"Pré-Vendas B2B",3320,1843,"29","Lead Homepage Sirineu","0.00","2022-09-21 20:11:44","2022-09-21 20:11:45",NULL,"false","open",NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,NULL,NULL,0,0,0,0,1,NULL,"65",NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,4085604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:08.73"
3174,"Pré-Vendas B2B",2946,1709,"30","Doctoralia","0.00","2022-06-29 16:31:03","2022-07-21 13:48:51",NULL,"false","lost",NULL,NULL,NULL,"9310","2022-07-21","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-07-21 13:48:51",0,7,7,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","385",NULL,NULL,NULL,0,0,1891068,NULL,NULL,NULL,NULL,"1891068",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:09.494"
3169,"Pré-Vendas B2B",2937,1700,"30","Cotidiano Aceleradora","0.00","2022-06-28 17:21:22","2022-10-02 12:32:25",NULL,"false","lost",NULL,NULL,NULL,"9351","2022-07-20","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2022-07-20 13:38:56",0,6,6,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","385",NULL,NULL,NULL,0,0,1887454,NULL,NULL,NULL,NULL,"1817299",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:11.81"
3659,"Pré-Vendas B2B",3345,1856,"31","SdRedes","0.00","2022-09-27 19:13:27","2022-10-25 20:21:35","2022-09-28 20:38:03","false","lost",NULL,NULL,NULL,"12070","2022-10-03","Não é prioridade da empresa oferecer benefício de saúde","7",NULL,"2022-10-25 20:21:27","2022-10-25 20:21:35",1,4,4,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","404",NULL,NULL,NULL,0,0,2423288,NULL,NULL,NULL,NULL,"0",NULL,"2328804","91475",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:12.609"
